SalePrice,Neighborhood,LotArea,YrBuilt,HouseStyle,Foundation,RoofMatl,Ext1,Heating,Central Air,TtlBsmtSF,TotRmsAbvGrd,GarageType,Cars,GarageArea,NmbrBRs,YrSold_YYYY,MoSold_MM,SaleDate
349000,Somerst,10266,2012,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1362,10,Attachd,3,736,3,2012,12,2012-12-01
374900,Somerst,9600,2013,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1649,11,Attachd,3,943,3,2014,7,2014-07-01
50000,Somerst,9600,2013,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1649,11,Attachd,3,943,3,2012,10,2012-10-01
285900,Somerst,9725,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1670,9,Attachd,2,596,3,2014,6,2014-06-01
47500,Somerst,9725,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1670,9,Attachd,2,596,3,2013,8,2013-08-01
45000,Somerst,9877,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,9,2014-09-01
220000,Somerst,9000,2008,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,768,6,Attachd,2,676,3,2012,7,2012-07-01
271000,Somerst,12659,2010,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1528,8,Attachd,3,778,3,2012,3,2012-03-01
207600,Somerst,8640,2007,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1363,6,Attachd,2,588,3,2012,11,2012-11-01
255000,Somerst,11155,2008,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1424,7,Attachd,2,654,3,2013,11,2013-11-01
306500,Somerst,12606,2007,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1530,7,Attachd,3,984,3,2014,6,2014-06-01
339900,Somerst,9187,2009,1-Story,P'Conc,CompShg,CemntBd,GasFWA,Yes,1766,7,Attachd,3,478,2,2014,3,2014-03-01
233500,Somerst,7805,2010,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,818,8,Attachd,2,576,3,2013,7,2013-07-01
229900,Somerst,7805,2010,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,818,8,Attachd,2,576,3,2012,2,2012-02-01
247500,Somerst,10832,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1348,8,Attachd,2,588,3,2013,12,2013-12-01
31000,Somerst,10832,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1348,8,Attachd,2,588,3,2013,2,2013-02-01
256750,Somerst,8302,2012,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,886,9,Attachd,2,672,3,2012,10,2012-10-01
59500,Somerst,10694,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2013,12,2013-12-01
37500,Somerst,10694,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2012,3,2012-03-01
249000,Somerst,15608,2011,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1485,7,Attachd,2,589,3,2012,4,2012-04-01
292496,Somerst,10032,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1662,8,Attachd,3,642,3,2013,11,2013-11-01
53600,Somerst,10032,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1662,8,Attachd,3,642,3,2013,6,2013-06-01
33000,Somerst,10032,2013,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1662,8,Attachd,3,642,3,2012,4,2012-04-01
290064,Somerst,10416,2011,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1667,7,Attachd,3,653,3,2012,1,2012-01-01
226000,Somerst,9896,2009,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1400,6,Attachd,2,688,3,2013,9,2013-09-01
329000,Somerst,15166,2013,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1056,11,Attachd,3,864,4,2014,6,2014-06-01
65000,Somerst,15166,2013,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1056,11,Attachd,3,864,4,2013,9,2013-09-01
69000,Somerst,13374,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2013,10,2013-10-01
79000,Somerst,13078,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,6,2014-06-01
65000,Somerst,13078,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,4,2014-04-01
280000,Somerst,10603,2006,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,900,8,Attachd,3,782,3,2012,8,2012-08-01
287500,Somerst,9231,2005,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1522,6,Attachd,2,590,3,2013,7,2013-07-01
251000,Somerst,10574,2005,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1082,9,Attachd,3,1043,3,2012,5,2012-05-01
355000,Somerst,10800,2007,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1034,8,Attachd,3,836,3,2014,6,2014-06-01
339000,Somerst,10800,2007,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1034,8,Attachd,3,836,3,2012,10,2012-10-01
285000,Somerst,10440,2005,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1468,6,Attachd,2,528,2,2013,5,2013-05-01
156000,SawyerW,13072,2005,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1107,6,Detachd,2,576,2,2013,10,2013-10-01
160000,SawyerW,13072,2004,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1114,6,No Data,0,0,3,2014,5,2014-05-01
165000,SawyerW,13072,2004,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1158,5,Detachd,2,576,3,2013,6,2013-06-01
170000,SawyerW,13695,2004,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1114,6,Detachd,2,576,3,2014,7,2014-07-01
140000,SawyerW,12450,2003,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1094,6,Detachd,2,576,3,2013,9,2013-09-01
171000,SawyerW,12009,1998,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,689,6,Attachd,2,450,3,2014,7,2014-07-01
217000,Somerst,10487,2003,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,784,6,Attachd,2,628,3,2012,4,2012-04-01
280000,Somerst,9375,2003,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,912,8,BuiltIn,2,615,4,2014,6,2014-06-01
246834,Somerst,10625,2004,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1462,7,Attachd,2,766,3,2012,7,2012-07-01
220000,Somerst,9662,2005,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1416,5,Attachd,2,583,2,2014,1,2014-01-01
232000,Somerst,7500,2005,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1288,5,Attachd,2,480,2,2012,9,2012-09-01
195000,Somerst,7500,2004,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1221,6,Attachd,2,400,2,2013,7,2013-07-01
276000,Somerst,10174,2005,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1934,9,Detachd,3,680,2,2012,3,2012-03-01
255000,Somerst,8736,2003,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1553,6,Attachd,2,588,3,2013,7,2013-07-01
228000,Somerst,9325,2004,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,800,6,Attachd,2,628,3,2014,6,2014-06-01
117000,IOCondo,3157,2004,1-Story,Slab,CompShg,VinylSd,GasFWA,Yes,0,5,Detachd,1,264,2,2012,4,2012-04-01
117600,IOCondo,2792,2004,1-Story,Slab,CompShg,VinylSd,GasFWA,Yes,0,5,Detachd,1,264,2,2012,8,2012-08-01
133000,IOCondo,3157,2004,1-Story,Slab,CompShg,VinylSd,GasFWA,Yes,0,5,Detachd,1,264,2,2014,8,2014-08-01
108000,IOCondo,4143,2004,1-Story,Slab,CompShg,MetalSd,GasFWA,Yes,0,4,Detachd,1,264,2,2012,5,2012-05-01
123000,IOCondo,4065,2004,1-Story,Slab,CompShg,MetalSd,GasFWA,Yes,0,4,Detachd,1,264,2,2012,6,2012-06-01
135000,IOCondo,4143,2004,1-Story,Slab,CompShg,MetalSd,GasFWA,Yes,0,4,Detachd,1,264,2,2014,7,2014-07-01
100000,IOCondo,3596,2004,1-Story,Slab,CompShg,MetalSd,GasFWA,Yes,0,4,Detachd,1,264,2,2012,5,2012-05-01
218000,SawyerW,10049,2005,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1344,6,Attachd,2,528,3,2014,3,2014-03-01
194000,SawyerW,13465,2005,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,737,6,Attachd,2,552,3,2013,11,2013-11-01
172000,SawyerW,13465,2005,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,737,6,Attachd,2,552,3,2012,5,2012-05-01
199000,SawyerW,10964,2010,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,712,8,Attachd,2,506,3,2013,5,2013-05-01
200000,SawyerW,7800,2005,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,891,8,Attachd,2,462,3,2012,4,2012-04-01
195000,SawyerW,7632,2005,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,784,7,Attachd,2,449,3,2012,11,2012-11-01
184900,SawyerW,7800,2001,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1353,6,Attachd,2,591,3,2013,5,2013-05-01
184900,SawyerW,7800,2001,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1353,6,Attachd,2,591,3,2013,5,2013-05-01
127700,SawyerW,7892,1981,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,926,5,Attachd,1,264,2,2012,6,2012-06-01
148330,SawyerW,7175,1984,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,744,4,Attachd,1,264,2,2014,4,2014-04-01
154900,SawyerW,7175,1984,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,824,4,Attachd,1,264,2,2013,6,2013-06-01
190000,SawyerW,7324,2001,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,825,6,Attachd,2,539,3,2012,7,2012-07-01
172000,SawyerW,8183,1995,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,875,7,Attachd,2,514,3,2012,3,2012-03-01
205900,SawyerW,11177,2004,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1435,6,Attachd,2,451,3,2013,5,2013-05-01
189000,SawyerW,8481,1996,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,837,7,Attachd,2,493,3,2012,9,2012-09-01
230250,SawyerW,8284,1994,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1022,7,Attachd,2,462,3,2013,6,2013-06-01
222500,SawyerW,8462,1994,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,928,7,Attachd,2,471,3,2013,6,2013-06-01
205000,SawyerW,8102,2003,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1186,6,Attachd,2,499,3,2013,10,2013-10-01
182500,SawyerW,8453,1995,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,754,6,Attachd,2,525,3,2012,10,2012-10-01
246250,SawyerW,8516,1996,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,909,7,Attachd,2,759,3,2014,6,2014-06-01
214900,SawyerW,11597,1993,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,696,8,Attachd,2,474,3,2013,7,2013-07-01
204900,SawyerW,8450,2000,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1400,6,Attachd,2,612,3,2014,7,2014-07-01
224900,SawyerW,20150,2003,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,710,6,Attachd,2,475,3,2013,7,2013-07-01
183068,SawyerW,7153,1990,1-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1178,6,Attachd,2,461,3,2014,5,2014-05-01
182500,SawyerW,9615,1993,1-Story,P'Conc,CompShg,Plywood,GasFWA,Yes,1432,5,Attachd,2,532,2,2013,6,2013-06-01
183000,SawyerW,8012,1992,1-Story,P'Conc,CompShg,Plywood,GasFWA,Yes,1575,5,Attachd,2,529,2,2013,6,2013-06-01
172000,SawyerW,8012,1992,1-Story,P'Conc,CompShg,Plywood,GasFWA,Yes,1207,5,Attachd,2,530,2,2014,6,2014-06-01
164000,SawyerW,8012,1992,1-Story,P'Conc,CompShg,Plywood,GasFWA,Yes,1207,5,Attachd,2,530,2,2013,8,2013-08-01
120000,SawyerW,8012,1985,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,828,4,Attachd,1,252,2,2013,6,2013-06-01
76000,SawyerW,8012,1985,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,828,4,Attachd,1,252,2,2012,3,2012-03-01
86900,SawyerW,8012,1985,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,1038,5,Attachd,1,264,2,2013,1,2013-01-01
92500,SawyerW,8012,1985,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,1038,5,Attachd,1,264,2,2012,5,2012-05-01
76254,SawyerW,8012,1985,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,1038,5,Attachd,1,264,2,2012,3,2012-03-01
188500,SawyerW,11218,1992,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,725,6,Attachd,2,449,3,2014,6,2014-06-01
184000,SawyerW,11218,1992,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,800,6,Attachd,2,484,3,2013,2,2013-02-01
177500,SawyerW,7892,1993,1-Story,P'Conc,CompShg,Plywood,GasFWA,Yes,1409,5,Attachd,2,530,2,2013,6,2013-06-01
206000,SawyerW,7175,1994,1-Story,P'Conc,CompShg,Plywood,GasFWA,Yes,1580,5,Attachd,2,541,2,2012,9,2012-09-01
165000,SawyerW,9109,1994,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,754,6,Attachd,2,495,3,2014,6,2014-06-01
168000,SawyerW,9672,1984,1-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1040,6,Attachd,2,480,3,2013,5,2013-05-01
177000,SawyerW,9000,1980,S/Level,C'Block,CompShg,Plywood,GasFWA,Yes,1056,6,Detachd,2,551,3,2014,9,2014-09-01
138500,Sawyer,7476,1968,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1040,5,Detachd,2,686,3,2012,4,2012-04-01
129000,Sawyer,9819,1967,1-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,882,5,Detachd,1,280,3,2013,9,2013-09-01
141000,Sawyer,6734,1967,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,924,5,Attachd,1,389,3,2014,6,2014-06-01
166000,SawyerW,8400,1980,2-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,650,7,Attachd,2,476,3,2014,2,2014-02-01
110000,SawyerW,8677,1983,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,1038,6,Attachd,1,264,3,2012,4,2012-04-01
140000,SawyerW,9345,1984,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,934,5,Attachd,2,484,3,2012,8,2012-08-01
143750,SawyerW,9345,1984,S/Level,C'Block,CompShg,HdBoard,GasFWA,Yes,945,5,Attachd,1,297,2,2012,8,2012-08-01
142000,SawyerW,8792,1979,S/Foyer,C'Block,CompShg,Plywood,GasFWA,Yes,901,4,Detachd,2,576,4,2012,5,2012-05-01
98000,SawyerW,8030,1979,S/Foyer,C'Block,CompShg,Plywood,GasFWA,Yes,969,4,Detachd,2,576,4,2013,4,2013-04-01
167500,SawyerW,8250,1981,2-Story,Slab,CompShg,Wd Sdng,GasFWA,Yes,0,8,Attachd,2,612,4,2014,7,2014-07-01
125445,SawyerW,5353,1994,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1021,5,Attachd,2,284,2,2014,7,2014-07-01
134000,SawyerW,10500,1967,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1568,8,Detachd,2,484,4,2012,12,2012-12-01
82000,IOCondo,3200,1998,2-Story,Slab,CompShg,VinylSd,GasFWA,Yes,0,6,No Data,0,0,3,2014,1,2014-01-01
73000,IOCondo,3200,1998,2-Story,Slab,CompShg,VinylSd,GasFWA,Yes,0,6,No Data,0,0,3,2012,6,2012-06-01
75000,IOCondo,3201,1998,2-Story,Slab,CompShg,VinylSd,GasFWA,Yes,0,6,No Data,0,0,3,2013,7,2013-07-01
77500,SawyerW,14300,1918,2-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,702,6,Attachd,1,374,3,2012,6,2012-06-01
124500,SawyerW,9000,1950,1-Story,Slab,CompShg,AsbShng,GasFWA,No,0,5,None,0,0,2,2014,4,2014-04-01
124500,SawyerW,0,1947,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,No,732,5,Detachd,2,411,3,2014,4,2014-04-01
91000,Sawyer,9750,1964,S/Foyer,C'Block,CompShg,Wd Sdng,GasFWA,Yes,814,5,Detachd,1,364,3,2012,8,2012-08-01
147500,Sawyer,8930,1978,1.5 Fin,Slab,CompShg,Plywood,GasFWA,Yes,0,8,Attachd,2,539,4,2013,7,2013-07-01
162750,Sawyer,7993,1977,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,1552,8,Attachd,2,672,4,2014,7,2014-07-01
137500,Sawyer,6997,1977,S/Foyer,C'Block,CompShg,Plywood,GasFWA,Yes,897,4,None,0,0,4,2012,7,2012-07-01
110000,Sawyer,7002,1977,1-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,1536,8,None,0,0,4,2014,8,2014-08-01
110000,Sawyer,8099,1962,1-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,864,5,Carport,1,360,2,2012,9,2012-09-01
131000,Sawyer,8330,1962,1-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,918,5,Attachd,1,312,2,2012,10,2012-10-01
82581,Sawyer,8607,1979,2-Story,Slab,CompShg,CemntBd,GasFWA,Yes,0,10,Attachd,2,616,4,2012,1,2012-01-01
141500,Sawyer,8480,1963,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,970,5,Detachd,2,624,2,2012,3,2012-03-01
120000,Sawyer,7420,1964,1-Story,C'Block,CompShg,VinylSd,GasFWA,Yes,876,5,Detachd,1,336,2,2013,3,2013-03-01
158000,Sawyer,11782,1961,S/Foyer,C'Block,CompShg,HdBoard,GasFWA,Yes,1109,6,Detachd,2,576,3,2013,5,2013-05-01
124500,Sawyer,8636,1960,1-Story,C'Block,CompShg,VinylSd,GasFWA,Yes,1085,6,Detachd,1,450,3,2012,9,2012-09-01
142000,Sawyer,8100,1961,1-Story,C'Block,CompShg,Wd Sdng,GasFWA,Yes,864,5,Detachd,1,420,3,2013,7,2013-07-01
146000,Sawyer,8499,1961,1-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,864,5,Detachd,2,732,3,2013,5,2013-05-01
147500,Sawyer,11862,1962,S/Level,C'Block,CompShg,Wd Sdng,GasFWA,Yes,590,6,Attachd,2,572,3,2013,1,2013-01-01
150000,Sawyer,9179,1962,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1047,5,Detachd,1,264,3,2014,8,2014-08-01
135000,Sawyer,6820,1964,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,912,5,Attachd,1,394,3,2014,1,2014-01-01
124500,Sawyer,9316,1965,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1024,5,Attachd,1,288,3,2012,11,2012-11-01
117500,Sawyer,6360,1963,1-Story,C'Block,CompShg,Wd Sdng,GasFWA,Yes,864,5,Attachd,1,276,3,2012,7,2012-07-01
300000,NoRidge,10642,1991,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1177,8,Attachd,2,571,4,2013,7,2013-07-01
140000,Sawyer,9819,1966,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1024,6,Attachd,1,288,3,2012,5,2012-05-01
134900,Sawyer,6000,1965,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,912,5,Detachd,1,280,3,2013,12,2013-12-01
121500,Sawyer,7085,1961,1-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,1017,6,Detachd,1,281,3,2012,7,2012-07-01
134000,Sawyer,6768,1961,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,912,5,Detachd,1,288,3,2013,9,2013-09-01
102000,Sawyer,8789,1967,1-Story,C'Block,CompShg,VinylSd,GasFWA,Yes,912,6,Attachd,1,288,3,2013,10,2013-10-01
127500,Sawyer,8206,1966,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1040,5,Attachd,2,540,2,2012,4,2012-04-01
262000,Veenker,19522,1990,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1223,7,Attachd,2,564,3,2013,9,2013-09-01
270000,Veenker,19522,1990,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1223,7,Attachd,2,564,3,2012,12,2012-12-01
236000,Veenker,16555,1974,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1262,6,Attachd,2,484,2,2012,11,2012-11-01
335000,Veenker,50987,1991,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,1868,11,Attachd,2,576,4,2013,5,2013-05-01
130101,Sawyer,12542,1974,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1060,5,Attachd,2,495,3,2014,4,2014-04-01
157373,Sawyer,12542,1974,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1060,5,Attachd,2,495,3,2013,9,2013-09-01
168000,Sawyer,12287,1974,1-Story,C'Block,CompShg,CemntBd,GasFWA,Yes,1232,7,Attachd,2,528,3,2012,6,2012-06-01
615000,NoRidge,36274,1991,2-Story,P'Conc,CompShg,Wd Sdng,GasFWA,Yes,3149,12,Attachd,3,896,3,2013,8,2013-08-01
331000,NoRidge,11025,1992,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1334,9,Attachd,3,888,3,2012,7,2012-07-01
327000,NoRidge,10459,1992,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1290,9,Attachd,3,736,3,2014,7,2014-07-01
277500,NoRidge,12461,1994,1-Story,P'Conc,CompShg,ImStucc,GasFWA,Yes,1624,5,Attachd,3,757,2,2014,4,2014-04-01
292000,NoRidge,10701,1989,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1271,8,Attachd,3,664,4,2014,4,2014-04-01
305000,NoRidge,14630,1990,2-Story,P'Conc,CompShg,HdBoard,GasFWA,Yes,1554,10,Attachd,3,969,3,2012,11,2012-11-01
65000,Somerst,11497,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2013,9,2013-09-01
42000,Somerst,5850,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,3,2014-03-01
42000,Somerst,5850,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,3,2014-03-01
42000,Somerst,5850,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2013,10,2013-10-01
42000,Somerst,5850,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2013,10,2013-10-01
40000,Somerst,5850,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,3,2014-03-01
40000,Somerst,5850,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,3,2014-03-01
40000,Somerst,5850,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,4,2014-04-01
40000,Somerst,5850,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,4,2014-04-01
40000,Somerst,6470,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,4,2014-04-01
40000,Somerst,6500,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,7,2014-07-01
65000,Somerst,15200,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2013,9,2013-09-01
229900,Somerst,4834,2002,1-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,1473,5,Attachd,2,528,2,2012,8,2012-08-01
209000,Somerst,4282,2004,1-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,1391,5,Attachd,2,530,2,2014,6,2014-06-01
252000,Somerst,4230,2006,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1282,5,Attachd,2,466,2,2014,9,2014-09-01
208000,Somerst,4230,2006,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1282,5,Attachd,2,466,2,2012,9,2012-09-01
225000,Somerst,4274,2006,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1229,4,Attachd,2,528,1,2012,11,2012-11-01
235000,Somerst,3316,2005,1-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,1247,4,Attachd,2,550,1,2013,10,2013-10-01
218000,Somerst,3316,2005,1-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,1247,4,Attachd,2,550,1,2012,11,2012-11-01
156000,Somerst,4251,2006,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,625,5,Detachd,2,528,2,2012,9,2012-09-01
162000,Somerst,2400,2004,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,600,4,Detachd,2,480,2,2013,8,2013-08-01
145000,Somerst,2400,2004,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,600,4,Detachd,2,480,2,2012,10,2012-10-01
167500,Somerst,3215,2004,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,600,4,Detachd,2,480,2,2013,6,2013-06-01
169900,Somerst,3180,2005,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,600,5,Detachd,2,480,2,2013,10,2013-10-01
170250,Somerst,3180,2005,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,600,4,Detachd,2,480,2,2013,6,2013-06-01
176000,Somerst,2280,1999,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,744,6,Detachd,2,440,3,2013,7,2013-07-01
177000,Somerst,2280,1999,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,744,6,Detachd,2,440,3,2014,1,2014-01-01
325000,Somerst,4385,2001,1-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,1419,5,Attachd,2,588,2,2012,12,2012-12-01
300000,Somerst,3961,2000,1-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,1344,4,Attachd,2,484,1,2013,7,2013-07-01
350000,Somerst,5119,1999,1-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,1698,5,Attachd,2,506,2,2012,9,2012-09-01
190000,Somerst,2160,1999,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,816,5,Detachd,2,462,3,2013,12,2013-12-01
162000,Somerst,2160,1999,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,600,4,Detachd,2,462,2,2013,6,2013-06-01
165000,Somerst,2160,1999,S/Level,P'Conc,CompShg,VinylSd,GasFWA,Yes,672,5,Detachd,2,462,3,2012,8,2012-08-01
180000,Somerst,2998,2000,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,756,4,Detachd,2,440,2,2012,7,2012-07-01
170000,Somerst,2572,1999,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,696,6,Detachd,2,484,3,2013,8,2013-08-01
